,fecha,producto,categoria,cantidad,precio_unitario,total,metodo_pago,es_outlier,cantidad_log
2886,2024-08-06,Pasta de Tomate,Enlatados,2,0.75,1.5,Tarjeta débito,False,1.0986122886681098
2889,2024-01-18,Carne molida,Carnes,1,5.8,5.8,Tarjeta crédito,False,0.6931471805599453
2890,2023-05-19,Pollo entero,Carnes,4,4.5,18.0,Tarjeta débito,True,1.6094379124341003
2891,2024-06-29,Leche entera,Lácteos,1,1.2,1.2,Tarjeta crédito,False,0.6931471805599453
2892,2024-06-24,Pasta de Tomate,Enlatados,6,0.75,4.5,Efectivo,False,1.9459101490553132
2893,2023-12-20,Bolsas plásticas,Descartables,11,0.1,1.1,Efectivo,False,2.4849066497880004
2894,2024-05-23,Refresco 2L,Bebidas,1,1.1,1.1,Tarjeta crédito,False,0.6931471805599453
2895,2024-04-18,Bolsas plásticas,Descartables,7,0.1,0.7,Efectivo,False,2.0794415416798357
2896,2023-08-08,Jamón de pavo,Embutidos,4,3.2,12.8,Efectivo,True,1.6094379124341003
2897,2023-12-28,Bolsas plásticas,Descartables,14,0.1,1.4,Efectivo,False,2.70805020110221
2898,2024-09-09,Carne molida,Carnes,1,5.8,5.8,Tarjeta débito,False,0.6931471805599453
2899,2024-11-16,Leche entera,Lácteos,3,1.2,3.6,Tarjeta crédito,False,1.3862943611198906
2900,2024-05-03,Carne molida,Carnes,1,5.8,5.8,Efectivo,False,0.6931471805599453
2902,2023-01-11,Carne molida,Carnes,2,5.8,11.6,Transferencia,False,1.0986122886681098
2903,2024-06-29,Refresco 2L,Bebidas,1,1.1,1.1,Tarjeta débito,False,0.6931471805599453
2904,2023-12-13,Refresco 2L,Bebidas,6,1.1,6.6,Transferencia,False,1.9459101490553132
2905,2024-06-22,Leche entera,Lácteos,6,1.2,7.2,Tarjeta crédito,False,1.9459101490553132
2906,2023-06-17,Carne molida,Carnes,3,5.8,17.4,Tarjeta crédito,False,1.3862943611198906
2907,2023-04-08,Pollo entero,Carnes,3,4.5,13.5,Efectivo,False,1.3862943611198906
2908,2023-03-30,Leche entera,Lácteos,1,1.2,1.2,Efectivo,False,0.6931471805599453
2909,2023-12-22,Pollo entero,Carnes,1,4.5,4.5,Efectivo,False,0.6931471805599453
2910,2023-03-25,Carne molida,Carnes,2,5.8,11.6,Efectivo,False,1.0986122886681098
2911,2024-10-24,Refresco 2L,Bebidas,6,1.1,6.6,Tarjeta débito,False,1.9459101490553132
2912,2024-09-23,Refresco 2L,Bebidas,3,1.1,3.3,Tarjeta débito,False,1.3862943611198906
2913,2024-11-07,Helado familiar,Lácteos,1,4.0,4.0,Efectivo,False,0.6931471805599453
2914,2023-03-24,Pasta de Tomate,Enlatados,5,0.75,3.75,Efectivo,False,1.791759469228055
2915,2023-12-16,Pollo entero,Carnes,2,4.5,9.0,Efectivo,False,1.0986122886681098
2917,2023-04-25,Pasta de Tomate,Enlatados,8,0.75,6.0,Transferencia,False,2.1972245773362196
2918,2023-12-18,Helado familiar,Lácteos,3,4.0,12.0,Efectivo,False,1.3862943611198906
2919,2023-06-29,Yogurt natural,Lácteos,5,0.9,4.5,Tarjeta débito,False,1.791759469228055
2920,2024-10-08,Papas precocinadas,Congelados,4,2.3,9.2,QR,False,1.6094379124341003
2921,2023-06-15,Carne molida,Carnes,1,5.8,5.8,Efectivo,False,0.6931471805599453
2922,2023-05-16,Pollo entero,Carnes,1,4.5,4.5,Tarjeta débito,False,0.6931471805599453
2923,2024-10-09,Leche entera,Lácteos,2,1.2,2.4,Tarjeta crédito,False,1.0986122886681098
2926,2024-04-05,Leche entera,Lácteos,1,1.2,1.2,Transferencia,False,0.6931471805599453
2927,2023-10-03,Pollo entero,Carnes,1,4.5,4.5,Tarjeta crédito,False,0.6931471805599453
2928,2023-08-17,Yogurt natural,Lácteos,4,0.9,3.6,Tarjeta débito,False,1.6094379124341003
2929,2023-08-29,Leche entera,Lácteos,5,1.2,6.0,QR,False,1.791759469228055
2931,2024-09-26,Yogurt natural,Lácteos,3,0.9,2.7,Transferencia,False,1.3862943611198906
2932,2024-10-17,Bolsas plásticas,Descartables,9,0.1,0.9,Efectivo,False,2.302585092994046
2933,2023-09-16,Pollo entero,Carnes,3,4.5,13.5,Tarjeta débito,False,1.3862943611198906
2936,2024-07-30,Carne molida,Carnes,4,5.8,23.2,Tarjeta crédito,True,1.6094379124341003
2937,2024-07-09,Leche entera,Lácteos,1,1.2,1.2,Tarjeta débito,False,0.6931471805599453
2938,2024-09-04,Bolsas plásticas,Descartables,13,0.1,1.3,Efectivo,False,2.6390573296152584
2939,2023-06-17,Leche entera,Lácteos,1,1.2,1.2,Efectivo,False,0.6931471805599453
2940,2024-06-28,Refresco 2L,Bebidas,7,1.1,7.7,Transferencia,False,2.0794415416798357
2941,2023-10-30,Pollo entero,Carnes,4,4.5,18.0,Tarjeta débito,True,1.6094379124341003
2942,2024-02-10,Leche entera,Lácteos,3,1.2,3.6,Efectivo,False,1.3862943611198906
2943,2024-02-17,Bolsas plásticas,Descartables,10,0.1,1.0,Tarjeta débito,False,2.3978952727983707
2944,2023-05-02,Bolsas plásticas,Descartables,5,0.1,0.5,Efectivo,False,1.791759469228055
2945,2024-04-16,Refresco 2L,Bebidas,8,1.1,8.8,Tarjeta crédito,False,2.1972245773362196
2947,2024-12-06,Jamón de pavo,Embutidos,1,3.2,3.2,Tarjeta débito,False,0.6931471805599453
2948,2023-07-04,Bolsas plásticas,Descartables,13,0.1,1.3,Tarjeta débito,False,2.6390573296152584
2949,2024-09-10,Refresco 2L,Bebidas,4,1.1,4.4,Tarjeta débito,False,1.6094379124341003
2951,2024-08-28,Leche entera,Lácteos,3,1.2,3.6,Efectivo,False,1.3862943611198906
2952,2024-01-03,Pollo entero,Carnes,3,4.5,13.5,Tarjeta débito,False,1.3862943611198906
2954,2023-07-15,Bolsas plásticas,Descartables,14,0.1,1.4,Efectivo,False,2.70805020110221
2955,2023-04-17,Carne molida,Carnes,3,5.8,17.4,Tarjeta débito,False,1.3862943611198906
2956,2023-08-07,Jamón de pavo,Embutidos,1,3.2,3.2,Efectivo,False,0.6931471805599453
2957,2024-01-24,Pollo entero,Carnes,3,4.5,13.5,Tarjeta crédito,False,1.3862943611198906
2958,2023-12-27,Bolsas plásticas,Descartables,15,0.1,1.5,Efectivo,False,2.772588722239781
2959,2024-09-17,Helado familiar,Lácteos,1,4.0,4.0,Efectivo,False,0.6931471805599453
2960,2023-04-15,Bolsas plásticas,Descartables,13,0.1,1.3,Efectivo,False,2.6390573296152584
2961,2024-09-19,Pollo entero,Carnes,1,4.5,4.5,Tarjeta crédito,False,0.6931471805599453
2962,2023-12-25,Leche entera,Lácteos,2,1.2,2.4,Tarjeta crédito,False,1.0986122886681098
2963,2024-10-25,Bolsas plásticas,Descartables,9,0.1,0.9,Efectivo,False,2.302585092994046
2964,2024-07-17,Jamón de pavo,Embutidos,1,3.2,3.2,Tarjeta crédito,False,0.6931471805599453
2965,2023-05-25,Bolsas plásticas,Descartables,11,0.1,1.1,Efectivo,False,2.4849066497880004
2966,2024-11-30,Carne molida,Carnes,3,5.8,17.4,Tarjeta crédito,False,1.3862943611198906
2967,2023-10-21,Papas precocinadas,Congelados,3,2.3,6.9,Transferencia,False,1.3862943611198906
2968,2024-11-01,Leche entera,Lácteos,1,1.2,1.2,Tarjeta crédito,False,0.6931471805599453
2970,2024-03-09,Leche entera,Lácteos,1,1.2,1.2,Efectivo,False,0.6931471805599453
2971,2024-07-23,Pollo entero,Carnes,4,4.5,18.0,QR,True,1.6094379124341003
2972,2023-04-07,Carne molida,Carnes,2,5.8,11.6,Tarjeta crédito,False,1.0986122886681098
2973,2023-10-18,Pasta de Tomate,Enlatados,8,0.75,6.0,Tarjeta crédito,False,2.1972245773362196
2974,2024-02-11,Yogurt natural,Lácteos,3,0.9,2.7,Tarjeta débito,False,1.3862943611198906
2975,2024-10-15,Bolsas plásticas,Descartables,9,0.1,0.9,Tarjeta débito,False,2.302585092994046
2976,2023-10-25,Bolsas plásticas,Descartables,9,0.1,0.9,Efectivo,False,2.302585092994046
2977,2024-02-11,Carne molida,Carnes,1,5.8,5.8,Tarjeta crédito,False,0.6931471805599453
2978,2024-03-18,Leche entera,Lácteos,3,1.2,3.6,Transferencia,False,1.3862943611198906
2979,2024-01-26,Leche entera,Lácteos,1,1.2,1.2,QR,False,0.6931471805599453
2980,2023-12-23,Bolsas plásticas,Descartables,13,0.1,1.3,Tarjeta crédito,False,2.6390573296152584
2981,2023-03-15,Bolsas plásticas,Descartables,7,0.1,0.7,Tarjeta crédito,False,2.0794415416798357
2983,2023-10-20,Yogurt natural,Lácteos,1,0.9,0.9,Efectivo,False,0.6931471805599453
2984,2023-06-09,Bolsas plásticas,Descartables,10,0.1,1.0,Tarjeta crédito,False,2.3978952727983707
2985,2024-07-05,Pollo entero,Carnes,1,4.5,4.5,Tarjeta débito,False,0.6931471805599453
2986,2024-10-08,Leche entera,Lácteos,3,1.2,3.6,Tarjeta débito,False,1.3862943611198906
2987,2024-08-06,Yogurt natural,Lácteos,6,0.9,5.4,Efectivo,False,1.9459101490553132
2990,2023-06-17,Papas precocinadas,Congelados,5,2.3,11.5,Transferencia,False,1.791759469228055
2991,2023-05-22,Leche entera,Lácteos,1,1.2,1.2,Tarjeta débito,False,0.6931471805599453
2992,2024-06-03,Yogurt natural,Lácteos,6,0.9,5.4,Tarjeta débito,False,1.9459101490553132
2993,2024-07-19,Papas precocinadas,Congelados,1,2.3,2.3,QR,False,0.6931471805599453
2994,2023-11-14,Jamón de pavo,Embutidos,1,3.2,3.2,Tarjeta débito,False,0.6931471805599453
2995,2024-05-16,Bolsas plásticas,Descartables,4,0.1,0.4,Tarjeta débito,False,1.6094379124341003
2996,2024-06-14,Leche entera,Lácteos,4,1.2,4.8,Efectivo,False,1.6094379124341003
2998,2023-04-13,Pasta de Tomate,Enlatados,2,0.75,1.5,Efectivo,False,1.0986122886681098
2999,2024-10-30,Yogurt natural,Lácteos,5,0.9,4.5,Tarjeta crédito,False,1.791759469228055
3000,2024-08-10,Pasta de Tomate,Enlatados,2,0.75,1.5,Tarjeta crédito,False,1.0986122886681098
3002,2024-08-10,Pasta de Tomate,Enlatados,4,0.75,3.0,Efectivo,False,1.6094379124341003
3003,2024-02-16,Pasta de Tomate,Enlatados,2,0.75,1.5,Efectivo,False,1.0986122886681098
3004,2024-01-19,Jamón de pavo,Embutidos,1,3.2,3.2,Tarjeta débito,False,0.6931471805599453
3005,2024-01-05,Pollo entero,Carnes,1,4.5,4.5,Tarjeta crédito,False,0.6931471805599453
3006,2024-06-26,Pollo entero,Carnes,2,4.5,9.0,Efectivo,False,1.0986122886681098
3009,2023-11-05,Carne molida,Carnes,1,5.8,5.8,Transferencia,False,0.6931471805599453
3010,2023-10-19,Pollo entero,Carnes,1,4.5,4.5,QR,False,0.6931471805599453
3011,2023-07-18,Pollo entero,Carnes,2,4.5,9.0,Tarjeta débito,False,1.0986122886681098
3012,2024-05-13,Refresco 2L,Bebidas,5,1.1,5.5,Efectivo,False,1.791759469228055
3013,2024-08-29,Pollo entero,Carnes,2,4.5,9.0,Efectivo,False,1.0986122886681098
3014,2023-07-31,Carne molida,Carnes,1,5.8,5.8,QR,False,0.6931471805599453
3016,2023-04-12,Yogurt natural,Lácteos,7,0.9,6.3,Tarjeta crédito,True,2.0794415416798357
3017,2024-10-15,Leche entera,Lácteos,7,1.2,8.4,Efectivo,True,2.0794415416798357
3018,2024-10-08,Refresco 2L,Bebidas,2,1.1,2.2,Tarjeta débito,False,1.0986122886681098
3019,2023-06-28,Pasta de Tomate,Enlatados,4,0.75,3.0,Tarjeta crédito,False,1.6094379124341003
3020,2023-06-30,Helado familiar,Lácteos,1,4.0,4.0,Tarjeta crédito,False,0.6931471805599453
3021,2023-06-05,Refresco 2L,Bebidas,6,1.1,6.6,Tarjeta crédito,False,1.9459101490553132
3022,2023-07-05,Leche entera,Lácteos,3,1.2,3.6,Tarjeta crédito,False,1.3862943611198906
3023,2024-04-18,Carne molida,Carnes,1,5.8,5.8,Tarjeta débito,False,0.6931471805599453
3024,2023-05-30,Helado familiar,Lácteos,1,4.0,4.0,Efectivo,False,0.6931471805599453
3026,2024-04-26,Bolsas plásticas,Descartables,6,0.1,0.6,Tarjeta débito,False,1.9459101490553132
3028,2023-10-25,Papas precocinadas,Congelados,1,2.3,2.3,Tarjeta débito,False,0.6931471805599453
3029,2023-05-03,Yogurt natural,Lácteos,2,0.9,1.8,Tarjeta crédito,False,1.0986122886681098
3030,2024-05-16,Refresco 2L,Bebidas,2,1.1,2.2,Tarjeta crédito,False,1.0986122886681098
3031,2024-05-01,Leche entera,Lácteos,1,1.2,1.2,Efectivo,False,0.6931471805599453
3032,2023-09-21,Yogurt natural,Lácteos,6,0.9,5.4,Efectivo,False,1.9459101490553132
3033,2023-08-11,Pollo entero,Carnes,2,4.5,9.0,Tarjeta débito,False,1.0986122886681098
3034,2023-08-19,Yogurt natural,Lácteos,1,0.9,0.9,Tarjeta débito,False,0.6931471805599453
3035,2023-09-16,Carne molida,Carnes,1,5.8,5.8,Tarjeta crédito,False,0.6931471805599453
3036,2024-03-07,Bolsas plásticas,Descartables,15,0.1,1.5,Efectivo,False,2.772588722239781
3037,2023-06-29,Bolsas plásticas,Descartables,4,0.1,0.4,Efectivo,False,1.6094379124341003
3038,2023-05-20,Pasta de Tomate,Enlatados,5,0.75,3.75,Efectivo,False,1.791759469228055
3039,2023-12-21,Leche entera,Lácteos,3,1.2,3.6,Efectivo,False,1.3862943611198906
3040,2023-04-07,Papas precocinadas,Congelados,6,2.3,13.8,Tarjeta débito,False,1.9459101490553132
3041,2024-09-05,Bolsas plásticas,Descartables,11,0.1,1.1,Efectivo,False,2.4849066497880004
3042,2024-01-08,Pasta de Tomate,Enlatados,1,0.75,0.75,Tarjeta crédito,False,0.6931471805599453
3043,2023-06-26,Leche entera,Lácteos,1,1.2,1.2,Tarjeta débito,False,0.6931471805599453
3045,2023-02-10,Yogurt natural,Lácteos,4,0.9,3.6,Efectivo,False,1.6094379124341003
3047,2024-06-19,Leche entera,Lácteos,1,1.2,1.2,Transferencia,False,0.6931471805599453
3048,2023-07-09,Pasta de Tomate,Enlatados,5,0.75,3.75,Tarjeta débito,False,1.791759469228055
3049,2023-12-14,Pollo entero,Carnes,2,4.5,9.0,Tarjeta crédito,False,1.0986122886681098
3051,2024-11-27,Carne molida,Carnes,3,5.8,17.4,Efectivo,False,1.3862943611198906
3052,2023-09-13,Yogurt natural,Lácteos,1,0.9,0.9,Tarjeta débito,False,0.6931471805599453
3053,2023-04-03,Yogurt natural,Lácteos,3,0.9,2.7,Tarjeta crédito,False,1.3862943611198906
3054,2023-12-18,Yogurt natural,Lácteos,2,0.9,1.8,Efectivo,False,1.0986122886681098
3055,2023-06-10,Bolsas plásticas,Descartables,7,0.1,0.7,QR,False,2.0794415416798357
3056,2024-06-17,Yogurt natural,Lácteos,4,0.9,3.6,Tarjeta crédito,False,1.6094379124341003
3059,2024-11-25,Papas precocinadas,Congelados,1,2.3,2.3,Efectivo,False,0.6931471805599453
3060,2023-04-12,Pollo entero,Carnes,1,4.5,4.5,Efectivo,False,0.6931471805599453
3061,2023-03-13,Leche entera,Lácteos,1,1.2,1.2,Efectivo,False,0.6931471805599453
3062,2023-10-21,Papas precocinadas,Congelados,2,2.3,4.6,Tarjeta débito,False,1.0986122886681098
3064,2023-12-29,Bolsas plásticas,Descartables,15,0.1,1.5,Tarjeta débito,False,2.772588722239781
3066,2024-01-17,Bolsas plásticas,Descartables,8,0.1,0.8,Tarjeta crédito,False,2.1972245773362196
3069,2023-10-14,Leche entera,Lácteos,5,1.2,6.0,Efectivo,False,1.791759469228055
3070,2023-04-22,Jamón de pavo,Embutidos,2,3.2,6.4,Efectivo,False,1.0986122886681098
3071,2023-11-11,Carne molida,Carnes,1,5.8,5.8,Tarjeta débito,False,0.6931471805599453
3072,2023-10-31,Pollo entero,Carnes,1,4.5,4.5,Tarjeta débito,False,0.6931471805599453
3073,2024-09-04,Papas precocinadas,Congelados,3,2.3,6.9,Tarjeta crédito,False,1.3862943611198906
3074,2023-06-12,Refresco 2L,Bebidas,5,1.1,5.5,Tarjeta débito,False,1.791759469228055
3075,2023-06-20,Refresco 2L,Bebidas,4,1.1,4.4,Efectivo,False,1.6094379124341003
3076,2024-09-11,Helado familiar,Lácteos,1,4.0,4.0,QR,False,0.6931471805599453
3077,2023-08-26,Jamón de pavo,Embutidos,2,3.2,6.4,Efectivo,False,1.0986122886681098
3078,2024-05-13,Jamón de pavo,Embutidos,1,3.2,3.2,Efectivo,False,0.6931471805599453
3080,2023-05-16,Carne molida,Carnes,1,5.8,5.8,Efectivo,False,0.6931471805599453
3081,2023-08-15,Leche entera,Lácteos,2,1.2,2.4,Efectivo,False,1.0986122886681098
3083,2023-11-30,Carne molida,Carnes,1,5.8,5.8,Transferencia,False,0.6931471805599453
3084,2024-06-19,Pollo entero,Carnes,1,4.5,4.5,Tarjeta débito,False,0.6931471805599453
3085,2024-02-09,Yogurt natural,Lácteos,5,0.9,4.5,Efectivo,False,1.791759469228055
3086,2024-07-11,Refresco 2L,Bebidas,3,1.1,3.3,Tarjeta débito,False,1.3862943611198906
3088,2023-11-08,Papas precocinadas,Congelados,5,2.3,11.5,Tarjeta crédito,False,1.791759469228055
3089,2024-08-02,Refresco 2L,Bebidas,6,1.1,6.6,QR,False,1.9459101490553132
3090,2024-06-14,Carne molida,Carnes,1,5.8,5.8,Efectivo,False,0.6931471805599453
3092,2024-03-29,Pollo entero,Carnes,3,4.5,13.5,Tarjeta débito,False,1.3862943611198906
3093,2023-10-16,Bolsas plásticas,Descartables,5,0.1,0.5,Tarjeta crédito,False,1.791759469228055
3095,2024-08-13,Refresco 2L,Bebidas,7,1.1,7.7,Tarjeta crédito,False,2.0794415416798357
3097,2024-10-05,Jamón de pavo,Embutidos,2,3.2,6.4,Tarjeta débito,False,1.0986122886681098
3098,2024-10-03,Leche entera,Lácteos,1,1.2,1.2,Efectivo,False,0.6931471805599453
3099,2023-05-27,Bolsas plásticas,Descartables,5,0.1,0.5,Tarjeta débito,False,1.791759469228055
3101,2024-07-02,Jamón de pavo,Embutidos,1,3.2,3.2,Tarjeta crédito,False,0.6931471805599453
3102,2024-03-16,Yogurt natural,Lácteos,2,0.9,1.8,Tarjeta crédito,False,1.0986122886681098
3103,2024-10-26,Helado familiar,Lácteos,1,4.0,4.0,Tarjeta crédito,False,0.6931471805599453
3104,2023-10-18,Yogurt natural,Lácteos,3,0.9,2.7,Efectivo,False,1.3862943611198906
3105,2023-08-31,Papas precocinadas,Congelados,3,2.3,6.9,Efectivo,False,1.3862943611198906
3107,2023-08-31,Carne molida,Carnes,4,5.8,23.2,Efectivo,True,1.6094379124341003
3108,2024-08-05,Papas precocinadas,Congelados,1,2.3,2.3,Transferencia,False,0.6931471805599453
3109,2023-12-07,Bolsas plásticas,Descartables,7,0.1,0.7,QR,False,2.0794415416798357
3110,2023-05-27,Pasta de Tomate,Enlatados,7,0.75,5.25,Tarjeta crédito,False,2.0794415416798357
3111,2024-11-04,Bolsas plásticas,Descartables,4,0.1,0.4,Tarjeta crédito,False,1.6094379124341003
3112,2024-04-10,Papas precocinadas,Congelados,1,2.3,2.3,Efectivo,False,0.6931471805599453
3113,2024-02-13,Pasta de Tomate,Enlatados,7,0.75,5.25,Efectivo,False,2.0794415416798357
3114,2023-07-25,Papas precocinadas,Congelados,2,2.3,4.6,QR,False,1.0986122886681098
3116,2023-05-26,Jamón de pavo,Embutidos,1,3.2,3.2,Tarjeta crédito,False,0.6931471805599453
3117,2023-11-18,Leche entera,Lácteos,4,1.2,4.8,Tarjeta crédito,False,1.6094379124341003
3118,2024-06-29,Leche entera,Lácteos,2,1.2,2.4,Efectivo,False,1.0986122886681098
3119,2023-06-29,Yogurt natural,Lácteos,6,0.9,5.4,Tarjeta débito,False,1.9459101490553132
3120,2023-09-30,Bolsas plásticas,Descartables,10,0.1,1.0,Efectivo,False,2.3978952727983707
3121,2024-11-18,Pollo entero,Carnes,4,4.5,18.0,Tarjeta débito,True,1.6094379124341003
3122,2023-06-21,Pasta de Tomate,Enlatados,5,0.75,3.75,Efectivo,False,1.791759469228055
3123,2024-07-29,Leche entera,Lácteos,1,1.2,1.2,QR,False,0.6931471805599453
3126,2024-01-15,Pasta de Tomate,Enlatados,4,0.75,3.0,Tarjeta débito,False,1.6094379124341003
3127,2023-11-05,Leche entera,Lácteos,1,1.2,1.2,Tarjeta crédito,False,0.6931471805599453
3128,2023-10-18,Bolsas plásticas,Descartables,4,0.1,0.4,QR,False,1.6094379124341003
3129,2023-11-17,Refresco 2L,Bebidas,7,1.1,7.7,Efectivo,False,2.0794415416798357
3130,2023-11-21,Yogurt natural,Lácteos,2,0.9,1.8,Efectivo,False,1.0986122886681098
3133,2024-01-31,Bolsas plásticas,Descartables,13,0.1,1.3,Transferencia,False,2.6390573296152584
3134,2023-05-20,Bolsas plásticas,Descartables,10,0.1,1.0,Tarjeta crédito,False,2.3978952727983707
3136,2023-03-28,Pasta de Tomate,Enlatados,4,0.75,3.0,Transferencia,False,1.6094379124341003
3137,2023-12-29,Leche entera,Lácteos,2,1.2,2.4,Tarjeta débito,False,1.0986122886681098
3138,2023-11-11,Papas precocinadas,Congelados,2,2.3,4.6,Transferencia,False,1.0986122886681098
3139,2023-11-09,Pollo entero,Carnes,2,4.5,9.0,Efectivo,False,1.0986122886681098
3140,2023-12-07,Bolsas plásticas,Descartables,14,0.1,1.4,Tarjeta crédito,False,2.70805020110221
3141,2024-08-24,Jamón de pavo,Embutidos,4,3.2,12.8,Transferencia,True,1.6094379124341003
3142,2023-08-15,Papas precocinadas,Congelados,2,2.3,4.6,Tarjeta débito,False,1.0986122886681098
3143,2024-05-01,Carne molida,Carnes,2,5.8,11.6,Efectivo,False,1.0986122886681098
3144,2023-09-16,Jamón de pavo,Embutidos,1,3.2,3.2,Tarjeta débito,False,0.6931471805599453
3145,2023-11-03,Pasta de Tomate,Enlatados,1,0.75,0.75,Tarjeta crédito,False,0.6931471805599453
3146,2024-06-24,Leche entera,Lácteos,6,1.2,7.2,Tarjeta débito,False,1.9459101490553132
3147,2024-08-06,Jamón de pavo,Embutidos,1,3.2,3.2,Transferencia,False,0.6931471805599453
3148,2023-12-14,Pollo entero,Carnes,4,4.5,18.0,Tarjeta crédito,True,1.6094379124341003
3149,2023-02-11,Bolsas plásticas,Descartables,9,0.1,0.9,Tarjeta débito,False,2.302585092994046
3150,2023-05-23,Helado familiar,Lácteos,3,4.0,12.0,Tarjeta débito,False,1.3862943611198906
3151,2023-06-27,Carne molida,Carnes,1,5.8,5.8,Tarjeta débito,False,0.6931471805599453
3152,2024-02-11,Leche entera,Lácteos,1,1.2,1.2,QR,False,0.6931471805599453
3153,2024-03-14,Pasta de Tomate,Enlatados,5,0.75,3.75,Tarjeta débito,False,1.791759469228055
3154,2024-05-02,Leche entera,Lácteos,1,1.2,1.2,Tarjeta débito,False,0.6931471805599453
3155,2024-07-16,Bolsas plásticas,Descartables,11,0.1,1.1,Tarjeta débito,False,2.4849066497880004
3156,2024-06-22,Carne molida,Carnes,2,5.8,11.6,Efectivo,False,1.0986122886681098
3157,2023-06-16,Leche entera,Lácteos,1,1.2,1.2,Tarjeta crédito,False,0.6931471805599453
3158,2023-02-06,Yogurt natural,Lácteos,5,0.9,4.5,Tarjeta crédito,False,1.791759469228055
3159,2024-03-19,Refresco 2L,Bebidas,1,1.1,1.1,Tarjeta crédito,False,0.6931471805599453
3160,2024-06-01,Papas precocinadas,Congelados,3,2.3,6.9,Efectivo,False,1.3862943611198906
3162,2024-07-24,Pasta de Tomate,Enlatados,4,0.75,3.0,Transferencia,False,1.6094379124341003
3164,2024-02-07,Bolsas plásticas,Descartables,11,0.1,1.1,Tarjeta débito,False,2.4849066497880004
3165,2024-11-09,Pasta de Tomate,Enlatados,5,0.75,3.75,Transferencia,False,1.791759469228055
3166,2023-08-11,Pasta de Tomate,Enlatados,3,0.75,2.25,Efectivo,False,1.3862943611198906
3167,2024-11-07,Carne molida,Carnes,2,5.8,11.6,Tarjeta débito,False,1.0986122886681098
3169,2024-01-10,Carne molida,Carnes,1,5.8,5.8,Tarjeta crédito,False,0.6931471805599453
3171,2023-03-07,Leche entera,Lácteos,1,1.2,1.2,Tarjeta débito,False,0.6931471805599453
3172,2023-06-10,Pasta de Tomate,Enlatados,1,0.75,0.75,Efectivo,False,0.6931471805599453
3173,2024-01-07,Papas precocinadas,Congelados,2,2.3,4.6,Transferencia,False,1.0986122886681098
3174,2024-09-10,Carne molida,Carnes,1,5.8,5.8,Tarjeta débito,False,0.6931471805599453
3176,2023-10-04,Jamón de pavo,Embutidos,1,3.2,3.2,Efectivo,False,0.6931471805599453
3178,2023-07-27,Refresco 2L,Bebidas,3,1.1,3.3,Tarjeta débito,False,1.3862943611198906
3179,2024-10-30,Helado familiar,Lácteos,1,4.0,4.0,Tarjeta débito,False,0.6931471805599453
3180,2024-01-15,Pollo entero,Carnes,1,4.5,4.5,Tarjeta crédito,False,0.6931471805599453
3182,2023-02-03,Jamón de pavo,Embutidos,1,3.2,3.2,Tarjeta débito,False,0.6931471805599453
3183,2024-02-19,Refresco 2L,Bebidas,2,1.1,2.2,Transferencia,False,1.0986122886681098
3184,2024-06-15,Carne molida,Carnes,2,5.8,11.6,Transferencia,False,1.0986122886681098
3185,2023-12-30,Bolsas plásticas,Descartables,15,0.1,1.5,Efectivo,False,2.772588722239781
3186,2023-05-08,Leche entera,Lácteos,3,1.2,3.6,Transferencia,False,1.3862943611198906
3187,2024-11-16,Pasta de Tomate,Enlatados,5,0.75,3.75,Efectivo,False,1.791759469228055
3188,2024-03-15,Refresco 2L,Bebidas,2,1.1,2.2,Efectivo,False,1.0986122886681098
3189,2023-11-07,Pollo entero,Carnes,1,4.5,4.5,Efectivo,False,0.6931471805599453
3190,2023-08-17,Pasta de Tomate,Enlatados,4,0.75,3.0,Efectivo,False,1.6094379124341003
3191,2024-10-10,Carne molida,Carnes,1,5.8,5.8,Efectivo,False,0.6931471805599453
3193,2024-06-24,Yogurt natural,Lácteos,1,0.9,0.9,Tarjeta débito,False,0.6931471805599453
3194,2024-11-23,Bolsas plásticas,Descartables,17,0.1,1.7,Tarjeta débito,False,2.8903717578961645
3196,2023-05-27,Refresco 2L,Bebidas,5,1.1,5.5,Efectivo,False,1.791759469228055
3197,2024-06-20,Refresco 2L,Bebidas,3,1.1,3.3,Efectivo,False,1.3862943611198906
3198,2024-05-29,Leche entera,Lácteos,2,1.2,2.4,Efectivo,False,1.0986122886681098
3199,2024-08-21,Bolsas plásticas,Descartables,8,0.1,0.8,Tarjeta débito,False,2.1972245773362196
3200,2023-12-29,Refresco 2L,Bebidas,10,1.1,11.0,Efectivo,False,2.3978952727983707
3202,2024-07-15,Carne molida,Carnes,1,5.8,5.8,Tarjeta débito,False,0.6931471805599453
3203,2024-05-20,Helado familiar,Lácteos,1,4.0,4.0,Efectivo,False,0.6931471805599453
3205,2023-04-04,Carne molida,Carnes,1,5.8,5.8,Tarjeta débito,False,0.6931471805599453
3206,2023-07-15,Pasta de Tomate,Enlatados,1,0.75,0.75,Tarjeta crédito,False,0.6931471805599453
3207,2023-09-06,Jamón de pavo,Embutidos,1,3.2,3.2,Tarjeta crédito,False,0.6931471805599453
3209,2024-09-13,Leche entera,Lácteos,1,1.2,1.2,Tarjeta débito,False,0.6931471805599453
3210,2024-11-03,Pasta de Tomate,Enlatados,1,0.75,0.75,Transferencia,False,0.6931471805599453
3211,2024-11-11,Papas precocinadas,Congelados,5,2.3,11.5,Efectivo,False,1.791759469228055
