,fecha,producto,categoria,cantidad,precio_unitario,total,metodo_pago,es_outlier,cantidad_log
5885,2023-05-17,Carne molida,Carnes,1,5.8,5.8,Tarjeta crédito,False,0.6931471805599453
5886,2023-12-27,Yogurt natural,Lácteos,2,0.9,1.8,Efectivo,False,1.0986122886681098
5887,2023-06-16,Pollo entero,Carnes,1,4.5,4.5,Transferencia,False,0.6931471805599453
5889,2024-03-08,Bolsas plásticas,Descartables,10,0.1,1.0,Transferencia,False,2.3978952727983707
5890,2023-12-30,Helado familiar,Lácteos,2,4.0,8.0,Transferencia,False,1.0986122886681098
5891,2023-08-12,Yogurt natural,Lácteos,2,0.9,1.8,QR,False,1.0986122886681098
5892,2024-10-21,Helado familiar,Lácteos,1,4.0,4.0,Efectivo,False,0.6931471805599453
5893,2023-08-28,Leche entera,Lácteos,1,1.2,1.2,Transferencia,False,0.6931471805599453
5894,2024-08-17,Leche entera,Lácteos,2,1.2,2.4,Tarjeta débito,False,1.0986122886681098
5895,2024-01-02,Bolsas plásticas,Descartables,8,0.1,0.8,Efectivo,False,2.1972245773362196
5896,2023-06-10,Bolsas plásticas,Descartables,4,0.1,0.4,Tarjeta crédito,False,1.6094379124341003
5897,2024-01-29,Carne molida,Carnes,2,5.8,11.6,Tarjeta crédito,False,1.0986122886681098
5898,2024-09-13,Pollo entero,Carnes,2,4.5,9.0,QR,False,1.0986122886681098
5899,2023-07-29,Carne molida,Carnes,1,5.8,5.8,Tarjeta crédito,False,0.6931471805599453
5900,2024-03-30,Refresco 2L,Bebidas,7,1.1,7.7,QR,False,2.0794415416798357
5901,2023-04-29,Carne molida,Carnes,2,5.8,11.6,Tarjeta crédito,False,1.0986122886681098
5902,2023-11-28,Helado familiar,Lácteos,2,4.0,8.0,Efectivo,False,1.0986122886681098
5903,2023-07-29,Bolsas plásticas,Descartables,8,0.1,0.8,Efectivo,False,2.1972245773362196
5904,2024-01-30,Bolsas plásticas,Descartables,7,0.1,0.7,Efectivo,False,2.0794415416798357
5905,2023-08-03,Refresco 2L,Bebidas,1,1.1,1.1,QR,False,0.6931471805599453
5906,2023-04-14,Yogurt natural,Lácteos,3,0.9,2.7,Tarjeta débito,False,1.3862943611198906
5908,2023-12-01,Pasta de Tomate,Enlatados,3,0.75,2.25,Tarjeta débito,False,1.3862943611198906
5909,2024-07-09,Refresco 2L,Bebidas,3,1.1,3.3,Transferencia,False,1.3862943611198906
5910,2024-01-15,Leche entera,Lácteos,4,1.2,4.8,Efectivo,False,1.6094379124341003
5912,2023-09-20,Bolsas plásticas,Descartables,6,0.1,0.6,QR,False,1.9459101490553132
5913,2024-10-29,Pasta de Tomate,Enlatados,1,0.75,0.75,Tarjeta crédito,False,0.6931471805599453
5914,2023-04-29,Leche entera,Lácteos,1,1.2,1.2,Efectivo,False,0.6931471805599453
5915,2024-03-16,Jamón de pavo,Embutidos,1,3.2,3.2,QR,False,0.6931471805599453
5917,2024-11-14,Leche entera,Lácteos,2,1.2,2.4,Tarjeta débito,False,1.0986122886681098
5918,2024-05-28,Pollo entero,Carnes,1,4.5,4.5,Tarjeta débito,False,0.6931471805599453
5919,2024-04-03,Leche entera,Lácteos,1,1.2,1.2,Efectivo,False,0.6931471805599453
5920,2023-10-06,Leche entera,Lácteos,4,1.2,4.8,Tarjeta crédito,False,1.6094379124341003
5921,2024-07-30,Yogurt natural,Lácteos,2,0.9,1.8,Efectivo,False,1.0986122886681098
5922,2023-10-18,Bolsas plásticas,Descartables,14,0.1,1.4,Transferencia,False,2.70805020110221
5923,2024-09-16,Leche entera,Lácteos,1,1.2,1.2,Efectivo,False,0.6931471805599453
5924,2023-07-19,Yogurt natural,Lácteos,1,0.9,0.9,QR,False,0.6931471805599453
5925,2024-10-16,Bolsas plásticas,Descartables,7,0.1,0.7,QR,False,2.0794415416798357
5926,2024-03-30,Papas precocinadas,Congelados,2,2.3,4.6,Tarjeta crédito,False,1.0986122886681098
5927,2024-04-30,Pollo entero,Carnes,1,4.5,4.5,Tarjeta débito,False,0.6931471805599453
5929,2024-02-24,Jamón de pavo,Embutidos,1,3.2,3.2,Tarjeta débito,False,0.6931471805599453
5930,2024-03-01,Carne molida,Carnes,1,5.8,5.8,Tarjeta débito,False,0.6931471805599453
5931,2024-01-24,Bolsas plásticas,Descartables,9,0.1,0.9,Tarjeta crédito,False,2.302585092994046
5932,2023-03-10,Yogurt natural,Lácteos,3,0.9,2.7,QR,False,1.3862943611198906
5935,2023-12-21,Pasta de Tomate,Enlatados,2,0.75,1.5,Tarjeta crédito,False,1.0986122886681098
5936,2024-07-16,Leche entera,Lácteos,1,1.2,1.2,QR,False,0.6931471805599453
5937,2023-07-20,Bolsas plásticas,Descartables,8,0.1,0.8,Tarjeta crédito,False,2.1972245773362196
5938,2023-11-11,Refresco 2L,Bebidas,1,1.1,1.1,Tarjeta débito,False,0.6931471805599453
5940,2023-12-19,Pasta de Tomate,Enlatados,6,0.75,4.5,QR,False,1.9459101490553132
5941,2023-09-06,Refresco 2L,Bebidas,2,1.1,2.2,Efectivo,False,1.0986122886681098
5942,2024-06-17,Pollo entero,Carnes,1,4.5,4.5,Tarjeta crédito,False,0.6931471805599453
5943,2024-03-01,Pasta de Tomate,Enlatados,4,0.75,3.0,Transferencia,False,1.6094379124341003
5944,2024-06-29,Bolsas plásticas,Descartables,7,0.1,0.7,Efectivo,False,2.0794415416798357
5945,2023-08-28,Pollo entero,Carnes,1,4.5,4.5,Efectivo,False,0.6931471805599453
5948,2023-04-18,Leche entera,Lácteos,3,1.2,3.6,Transferencia,False,1.3862943611198906
5949,2024-04-20,Pollo entero,Carnes,1,4.5,4.5,QR,False,0.6931471805599453
5950,2024-02-15,Jamón de pavo,Embutidos,2,3.2,6.4,Efectivo,False,1.0986122886681098
5951,2023-03-11,Pasta de Tomate,Enlatados,3,0.75,2.25,Tarjeta débito,False,1.3862943611198906
5952,2024-06-04,Pasta de Tomate,Enlatados,3,0.75,2.25,Efectivo,False,1.3862943611198906
5954,2023-06-05,Papas precocinadas,Congelados,1,2.3,2.3,Transferencia,False,0.6931471805599453
5955,2024-02-04,Yogurt natural,Lácteos,3,0.9,2.7,Tarjeta débito,False,1.3862943611198906
5956,2023-01-07,Bolsas plásticas,Descartables,5,0.1,0.5,Transferencia,False,1.791759469228055
5957,2024-02-26,Bolsas plásticas,Descartables,10,0.1,1.0,Tarjeta débito,False,2.3978952727983707
5958,2023-11-15,Bolsas plásticas,Descartables,8,0.1,0.8,Transferencia,False,2.1972245773362196
5959,2024-05-02,Pollo entero,Carnes,1,4.5,4.5,Efectivo,False,0.6931471805599453
5960,2023-09-16,Papas precocinadas,Congelados,2,2.3,4.6,Tarjeta débito,False,1.0986122886681098
5961,2023-09-30,Bolsas plásticas,Descartables,3,0.1,0.3,Tarjeta crédito,False,1.3862943611198906
5962,2023-09-30,Pasta de Tomate,Enlatados,2,0.75,1.5,Tarjeta crédito,False,1.0986122886681098
5963,2024-08-31,Bolsas plásticas,Descartables,9,0.1,0.9,Tarjeta débito,False,2.302585092994046
5964,2024-02-19,Pollo entero,Carnes,2,4.5,9.0,QR,False,1.0986122886681098
5965,2023-12-30,Yogurt natural,Lácteos,5,0.9,4.5,Tarjeta débito,False,1.791759469228055
5966,2024-03-19,Bolsas plásticas,Descartables,8,0.1,0.8,QR,False,2.1972245773362196
5967,2024-03-16,Refresco 2L,Bebidas,5,1.1,5.5,Transferencia,False,1.791759469228055
5968,2023-08-19,Leche entera,Lácteos,1,1.2,1.2,Tarjeta débito,False,0.6931471805599453
5969,2024-06-19,Leche entera,Lácteos,3,1.2,3.6,Tarjeta crédito,False,1.3862943611198906
5970,2024-02-02,Bolsas plásticas,Descartables,13,0.1,1.3,Efectivo,False,2.6390573296152584
5971,2023-09-16,Leche entera,Lácteos,1,1.2,1.2,Tarjeta débito,False,0.6931471805599453
5972,2024-05-02,Refresco 2L,Bebidas,7,1.1,7.7,Tarjeta débito,False,2.0794415416798357
5973,2023-02-12,Leche entera,Lácteos,3,1.2,3.6,QR,False,1.3862943611198906
5974,2023-08-30,Pasta de Tomate,Enlatados,1,0.75,0.75,Tarjeta débito,False,0.6931471805599453
5976,2023-11-03,Pollo entero,Carnes,1,4.5,4.5,Transferencia,False,0.6931471805599453
5978,2023-08-05,Bolsas plásticas,Descartables,9,0.1,0.9,Tarjeta crédito,False,2.302585092994046
5979,2023-12-23,Bolsas plásticas,Descartables,4,0.1,0.4,Tarjeta crédito,False,1.6094379124341003
5980,2024-01-30,Refresco 2L,Bebidas,1,1.1,1.1,Transferencia,False,0.6931471805599453
5981,2023-12-16,Papas precocinadas,Congelados,4,2.3,9.2,Efectivo,False,1.6094379124341003
5982,2024-02-07,Jamón de pavo,Embutidos,1,3.2,3.2,Efectivo,False,0.6931471805599453
5983,2024-11-09,Bolsas plásticas,Descartables,7,0.1,0.7,QR,False,2.0794415416798357
5984,2024-04-16,Bolsas plásticas,Descartables,10,0.1,1.0,Tarjeta débito,False,2.3978952727983707
5985,2024-02-23,Pollo entero,Carnes,1,4.5,4.5,Transferencia,False,0.6931471805599453
5986,2024-10-26,Helado familiar,Lácteos,1,4.0,4.0,Tarjeta crédito,False,0.6931471805599453
5987,2024-05-23,Carne molida,Carnes,3,5.8,17.4,Transferencia,False,1.3862943611198906
5988,2023-07-29,Papas precocinadas,Congelados,1,2.3,2.3,Tarjeta débito,False,0.6931471805599453
5989,2024-07-23,Pollo entero,Carnes,2,4.5,9.0,Tarjeta crédito,False,1.0986122886681098
5990,2023-10-24,Leche entera,Lácteos,4,1.2,4.8,Efectivo,False,1.6094379124341003
5991,2023-07-15,Jamón de pavo,Embutidos,2,3.2,6.4,Tarjeta crédito,False,1.0986122886681098
5992,2024-02-29,Refresco 2L,Bebidas,5,1.1,5.5,Transferencia,False,1.791759469228055
5993,2023-07-12,Bolsas plásticas,Descartables,8,0.1,0.8,Tarjeta crédito,False,2.1972245773362196
5994,2024-11-16,Jamón de pavo,Embutidos,1,3.2,3.2,Efectivo,False,0.6931471805599453
5995,2023-08-29,Bolsas plásticas,Descartables,11,0.1,1.1,Tarjeta débito,False,2.4849066497880004
5996,2024-02-09,Papas precocinadas,Congelados,1,2.3,2.3,QR,False,0.6931471805599453
5997,2023-08-30,Yogurt natural,Lácteos,2,0.9,1.8,QR,False,1.0986122886681098
5999,2023-09-12,Bolsas plásticas,Descartables,5,0.1,0.5,Transferencia,False,1.791759469228055
6001,2023-06-29,Bolsas plásticas,Descartables,4,0.1,0.4,Tarjeta crédito,False,1.6094379124341003
6002,2023-07-15,Pollo entero,Carnes,1,4.5,4.5,Transferencia,False,0.6931471805599453
6003,2023-08-25,Jamón de pavo,Embutidos,1,3.2,3.2,Transferencia,False,0.6931471805599453
6004,2023-09-11,Carne molida,Carnes,2,5.8,11.6,QR,False,1.0986122886681098
6005,2024-03-25,Refresco 2L,Bebidas,6,1.1,6.6,Tarjeta débito,False,1.9459101490553132
6006,2024-08-04,Leche entera,Lácteos,2,1.2,2.4,QR,False,1.0986122886681098
6007,2023-07-29,Jamón de pavo,Embutidos,1,3.2,3.2,Efectivo,False,0.6931471805599453
6008,2023-04-25,Bolsas plásticas,Descartables,4,0.1,0.4,Tarjeta débito,False,1.6094379124341003
6009,2024-10-30,Pollo entero,Carnes,1,4.5,4.5,Efectivo,False,0.6931471805599453
6010,2023-07-14,Helado familiar,Lácteos,1,4.0,4.0,Tarjeta crédito,False,0.6931471805599453
6011,2024-02-21,Carne molida,Carnes,1,5.8,5.8,Efectivo,False,0.6931471805599453
6012,2024-05-06,Jamón de pavo,Embutidos,1,3.2,3.2,Efectivo,False,0.6931471805599453
6013,2023-02-08,Papas precocinadas,Congelados,1,2.3,2.3,Tarjeta crédito,False,0.6931471805599453
6014,2024-11-20,Refresco 2L,Bebidas,3,1.1,3.3,Tarjeta crédito,False,1.3862943611198906
6015,2024-09-07,Pasta de Tomate,Enlatados,3,0.75,2.25,QR,False,1.3862943611198906
6016,2023-04-12,Pasta de Tomate,Enlatados,2,0.75,1.5,Tarjeta débito,False,1.0986122886681098
6017,2024-03-29,Pollo entero,Carnes,1,4.5,4.5,Tarjeta débito,False,0.6931471805599453
6018,2023-08-26,Pollo entero,Carnes,3,4.5,13.5,Tarjeta débito,False,1.3862943611198906
6019,2024-11-16,Pasta de Tomate,Enlatados,6,0.75,4.5,Efectivo,False,1.9459101490553132
6020,2023-09-26,Bolsas plásticas,Descartables,7,0.1,0.7,Tarjeta débito,False,2.0794415416798357
6021,2024-02-16,Papas precocinadas,Congelados,3,2.3,6.9,Tarjeta débito,False,1.3862943611198906
6022,2023-12-30,Pasta de Tomate,Enlatados,3,0.75,2.25,Transferencia,False,1.3862943611198906
6024,2024-01-26,Pollo entero,Carnes,2,4.5,9.0,Efectivo,False,1.0986122886681098
6025,2023-09-16,Refresco 2L,Bebidas,5,1.1,5.5,Transferencia,False,1.791759469228055
6026,2023-08-29,Yogurt natural,Lácteos,4,0.9,3.6,Transferencia,False,1.6094379124341003
6027,2023-09-16,Leche entera,Lácteos,1,1.2,1.2,Tarjeta crédito,False,0.6931471805599453
6028,2023-02-12,Refresco 2L,Bebidas,2,1.1,2.2,Efectivo,False,1.0986122886681098
6029,2024-10-09,Yogurt natural,Lácteos,4,0.9,3.6,Transferencia,False,1.6094379124341003
6030,2023-08-26,Carne molida,Carnes,2,5.8,11.6,Transferencia,False,1.0986122886681098
6031,2024-08-28,Pollo entero,Carnes,1,4.5,4.5,Tarjeta crédito,False,0.6931471805599453
6032,2024-08-31,Carne molida,Carnes,1,5.8,5.8,Tarjeta débito,False,0.6931471805599453
6033,2023-09-16,Carne molida,Carnes,1,5.8,5.8,Efectivo,False,0.6931471805599453
6034,2023-12-30,Bolsas plásticas,Descartables,9,0.1,0.9,Tarjeta débito,False,2.302585092994046
6035,2023-03-15,Pollo entero,Carnes,1,4.5,4.5,Tarjeta débito,False,0.6931471805599453
6036,2024-08-24,Yogurt natural,Lácteos,1,0.9,0.9,Efectivo,False,0.6931471805599453
6039,2023-01-03,Leche entera,Lácteos,2,1.2,2.4,Tarjeta crédito,False,1.0986122886681098
6040,2024-03-30,Yogurt natural,Lácteos,4,0.9,3.6,Tarjeta crédito,False,1.6094379124341003
6041,2023-10-28,Pasta de Tomate,Enlatados,6,0.75,4.5,Efectivo,False,1.9459101490553132
6042,2024-08-31,Helado familiar,Lácteos,1,4.0,4.0,Tarjeta crédito,False,0.6931471805599453
6043,2023-09-16,Pasta de Tomate,Enlatados,3,0.75,2.25,Efectivo,False,1.3862943611198906
6044,2023-03-24,Pollo entero,Carnes,1,4.5,4.5,QR,False,0.6931471805599453
6045,2023-04-04,Pasta de Tomate,Enlatados,2,0.75,1.5,Tarjeta crédito,False,1.0986122886681098
6046,2023-11-12,Papas precocinadas,Congelados,2,2.3,4.6,Tarjeta débito,False,1.0986122886681098
6047,2023-03-20,Bolsas plásticas,Descartables,6,0.1,0.6,Transferencia,False,1.9459101490553132
6048,2023-11-18,Refresco 2L,Bebidas,4,1.1,4.4,QR,False,1.6094379124341003
6049,2023-06-04,Papas precocinadas,Congelados,1,2.3,2.3,Efectivo,False,0.6931471805599453
6050,2023-07-10,Carne molida,Carnes,1,5.8,5.8,Tarjeta débito,False,0.6931471805599453
6051,2024-08-14,Leche entera,Lácteos,2,1.2,2.4,Transferencia,False,1.0986122886681098
6052,2023-10-03,Bolsas plásticas,Descartables,12,0.1,1.2,Transferencia,False,2.5649493574615367
6053,2024-03-16,Pollo entero,Carnes,1,4.5,4.5,Transferencia,False,0.6931471805599453
6055,2024-03-14,Pollo entero,Carnes,4,4.5,18.0,Efectivo,True,1.6094379124341003
6056,2023-03-21,Jamón de pavo,Embutidos,1,3.2,3.2,Transferencia,False,0.6931471805599453
6057,2024-04-05,Bolsas plásticas,Descartables,13,0.1,1.3,Efectivo,False,2.6390573296152584
6059,2023-06-26,Carne molida,Carnes,1,5.8,5.8,Efectivo,False,0.6931471805599453
6060,2024-11-29,Helado familiar,Lácteos,1,4.0,4.0,Efectivo,False,0.6931471805599453
6061,2023-04-29,Yogurt natural,Lácteos,1,0.9,0.9,Tarjeta débito,False,0.6931471805599453
6062,2023-11-29,Pasta de Tomate,Enlatados,6,0.75,4.5,QR,False,1.9459101490553132
6063,2023-04-15,Leche entera,Lácteos,3,1.2,3.6,Efectivo,False,1.3862943611198906
6064,2024-11-01,Papas precocinadas,Congelados,3,2.3,6.9,Transferencia,False,1.3862943611198906
6065,2024-09-11,Papas precocinadas,Congelados,1,2.3,2.3,Tarjeta crédito,False,0.6931471805599453
6066,2024-08-31,Leche entera,Lácteos,1,1.2,1.2,Tarjeta débito,False,0.6931471805599453
6067,2024-03-16,Jamón de pavo,Embutidos,1,3.2,3.2,Tarjeta débito,False,0.6931471805599453
6068,2023-11-16,Jamón de pavo,Embutidos,1,3.2,3.2,Tarjeta débito,False,0.6931471805599453
6069,2023-07-21,Helado familiar,Lácteos,1,4.0,4.0,Tarjeta crédito,False,0.6931471805599453
6070,2024-03-30,Refresco 2L,Bebidas,2,1.1,2.2,Tarjeta crédito,False,1.0986122886681098
6071,2023-04-12,Leche entera,Lácteos,2,1.2,2.4,Efectivo,False,1.0986122886681098
6072,2024-04-09,Yogurt natural,Lácteos,3,0.9,2.7,QR,False,1.3862943611198906
6073,2023-03-05,Carne molida,Carnes,1,5.8,5.8,Tarjeta crédito,False,0.6931471805599453
6074,2023-06-14,Refresco 2L,Bebidas,1,1.1,1.1,Efectivo,False,0.6931471805599453
6075,2023-04-29,Refresco 2L,Bebidas,4,1.1,4.4,Tarjeta débito,False,1.6094379124341003
6076,2023-12-16,Yogurt natural,Lácteos,1,0.9,0.9,Tarjeta crédito,False,0.6931471805599453
6077,2023-03-27,Leche entera,Lácteos,3,1.2,3.6,Tarjeta crédito,False,1.3862943611198906
6078,2024-04-10,Carne molida,Carnes,1,5.8,5.8,Tarjeta crédito,False,0.6931471805599453
6079,2024-01-06,Pollo entero,Carnes,1,4.5,4.5,Efectivo,False,0.6931471805599453
6081,2023-07-22,Jamón de pavo,Embutidos,1,3.2,3.2,Efectivo,False,0.6931471805599453
6082,2023-09-08,Leche entera,Lácteos,2,1.2,2.4,QR,False,1.0986122886681098
6083,2023-08-14,Pollo entero,Carnes,1,4.5,4.5,Transferencia,False,0.6931471805599453
6084,2023-11-11,Bolsas plásticas,Descartables,4,0.1,0.4,Tarjeta crédito,False,1.6094379124341003
6085,2024-04-03,Pollo entero,Carnes,1,4.5,4.5,Tarjeta crédito,False,0.6931471805599453
6087,2023-03-28,Leche entera,Lácteos,1,1.2,1.2,Tarjeta crédito,False,0.6931471805599453
6088,2024-11-09,Bolsas plásticas,Descartables,11,0.1,1.1,QR,False,2.4849066497880004
6089,2023-10-14,Jamón de pavo,Embutidos,1,3.2,3.2,QR,False,0.6931471805599453
6090,2023-10-30,Leche entera,Lácteos,1,1.2,1.2,Tarjeta crédito,False,0.6931471805599453
6091,2024-11-30,Leche entera,Lácteos,2,1.2,2.4,Efectivo,False,1.0986122886681098
6092,2024-07-24,Helado familiar,Lácteos,1,4.0,4.0,Efectivo,False,0.6931471805599453
6093,2023-03-11,Carne molida,Carnes,3,5.8,17.4,Tarjeta crédito,False,1.3862943611198906
6094,2023-07-29,Jamón de pavo,Embutidos,1,3.2,3.2,Tarjeta débito,False,0.6931471805599453
6095,2023-08-25,Leche entera,Lácteos,3,1.2,3.6,Tarjeta débito,False,1.3862943611198906
6096,2023-04-29,Bolsas plásticas,Descartables,3,0.1,0.3,Efectivo,False,1.3862943611198906
6097,2023-02-06,Leche entera,Lácteos,1,1.2,1.2,QR,False,0.6931471805599453
6098,2024-09-14,Jamón de pavo,Embutidos,1,3.2,3.2,Efectivo,False,0.6931471805599453
6099,2023-06-26,Refresco 2L,Bebidas,5,1.1,5.5,Efectivo,False,1.791759469228055
6101,2023-01-05,Pasta de Tomate,Enlatados,3,0.75,2.25,Tarjeta débito,False,1.3862943611198906
6102,2023-01-05,Jamón de pavo,Embutidos,1,3.2,3.2,QR,False,0.6931471805599453
6103,2023-08-17,Pollo entero,Carnes,1,4.5,4.5,Tarjeta débito,False,0.6931471805599453
6104,2024-01-25,Refresco 2L,Bebidas,5,1.1,5.5,Tarjeta débito,False,1.791759469228055
6106,2023-10-07,Leche entera,Lácteos,3,1.2,3.6,Efectivo,False,1.3862943611198906
6108,2023-10-23,Pollo entero,Carnes,2,4.5,9.0,QR,False,1.0986122886681098
6109,2023-05-13,Refresco 2L,Bebidas,6,1.1,6.6,Tarjeta débito,False,1.9459101490553132
6110,2024-11-16,Jamón de pavo,Embutidos,1,3.2,3.2,Efectivo,False,0.6931471805599453
6111,2024-11-16,Jamón de pavo,Embutidos,1,3.2,3.2,Tarjeta débito,False,0.6931471805599453
6112,2023-01-07,Refresco 2L,Bebidas,3,1.1,3.3,Transferencia,False,1.3862943611198906
6113,2023-07-28,Pollo entero,Carnes,1,4.5,4.5,Tarjeta débito,False,0.6931471805599453
6114,2023-06-03,Papas precocinadas,Congelados,1,2.3,2.3,Transferencia,False,0.6931471805599453
6115,2024-08-17,Pasta de Tomate,Enlatados,3,0.75,2.25,QR,False,1.3862943611198906
6117,2024-11-16,Pollo entero,Carnes,1,4.5,4.5,Efectivo,False,0.6931471805599453
6118,2024-01-17,Pollo entero,Carnes,2,4.5,9.0,Transferencia,False,1.0986122886681098
6119,2023-11-03,Pasta de Tomate,Enlatados,5,0.75,3.75,Efectivo,False,1.791759469228055
6120,2023-04-15,Yogurt natural,Lácteos,4,0.9,3.6,Tarjeta débito,False,1.6094379124341003
6121,2024-03-25,Helado familiar,Lácteos,3,4.0,12.0,Transferencia,False,1.3862943611198906
6122,2024-08-29,Jamón de pavo,Embutidos,1,3.2,3.2,Tarjeta crédito,False,0.6931471805599453
6123,2023-03-18,Carne molida,Carnes,2,5.8,11.6,Efectivo,False,1.0986122886681098
6124,2023-10-28,Yogurt natural,Lácteos,4,0.9,3.6,Efectivo,False,1.6094379124341003
6125,2023-04-29,Refresco 2L,Bebidas,1,1.1,1.1,QR,False,0.6931471805599453
6127,2023-07-28,Bolsas plásticas,Descartables,8,0.1,0.8,Efectivo,False,2.1972245773362196
6128,2023-09-16,Pollo entero,Carnes,1,4.5,4.5,Efectivo,False,0.6931471805599453
6129,2023-10-06,Refresco 2L,Bebidas,1,1.1,1.1,Efectivo,False,0.6931471805599453
6130,2023-02-06,Pollo entero,Carnes,1,4.5,4.5,QR,False,0.6931471805599453
6131,2024-11-30,Bolsas plásticas,Descartables,8,0.1,0.8,QR,False,2.1972245773362196
6132,2024-02-15,Leche entera,Lácteos,1,1.2,1.2,QR,False,0.6931471805599453
6133,2023-12-22,Helado familiar,Lácteos,2,4.0,8.0,Tarjeta débito,False,1.0986122886681098
6134,2024-03-23,Yogurt natural,Lácteos,2,0.9,1.8,Transferencia,False,1.0986122886681098
6135,2024-09-14,Refresco 2L,Bebidas,4,1.1,4.4,QR,False,1.6094379124341003
6137,2023-10-13,Carne molida,Carnes,1,5.8,5.8,Tarjeta débito,False,0.6931471805599453
6139,2023-09-16,Yogurt natural,Lácteos,5,0.9,4.5,Tarjeta débito,False,1.791759469228055
6140,2024-08-19,Jamón de pavo,Embutidos,1,3.2,3.2,Tarjeta débito,False,0.6931471805599453
6141,2024-06-29,Leche entera,Lácteos,4,1.2,4.8,QR,False,1.6094379124341003
6142,2024-12-09,Pasta de Tomate,Enlatados,3,0.75,2.25,QR,False,1.3862943611198906
6144,2024-03-26,Jamón de pavo,Embutidos,1,3.2,3.2,QR,False,0.6931471805599453
6145,2023-11-11,Carne molida,Carnes,1,5.8,5.8,Efectivo,False,0.6931471805599453
6146,2023-08-28,Carne molida,Carnes,2,5.8,11.6,Tarjeta crédito,False,1.0986122886681098
6147,2023-10-10,Papas precocinadas,Congelados,1,2.3,2.3,Tarjeta débito,False,0.6931471805599453
6148,2023-12-30,Refresco 2L,Bebidas,4,1.1,4.4,Efectivo,False,1.6094379124341003
6150,2023-12-08,Carne molida,Carnes,1,5.8,5.8,Efectivo,False,0.6931471805599453
6151,2024-08-23,Carne molida,Carnes,2,5.8,11.6,Transferencia,False,1.0986122886681098
6152,2023-10-19,Bolsas plásticas,Descartables,10,0.1,1.0,QR,False,2.3978952727983707
6153,2023-10-14,Leche entera,Lácteos,2,1.2,2.4,QR,False,1.0986122886681098
6155,2023-09-08,Bolsas plásticas,Descartables,17,0.1,1.7,Transferencia,True,2.8903717578961645
6156,2023-07-29,Papas precocinadas,Congelados,1,2.3,2.3,Transferencia,False,0.6931471805599453
6157,2023-03-11,Helado familiar,Lácteos,1,4.0,4.0,Transferencia,False,0.6931471805599453
6158,2024-05-31,Bolsas plásticas,Descartables,6,0.1,0.6,QR,False,1.9459101490553132
6160,2023-11-21,Papas precocinadas,Congelados,1,2.3,2.3,Tarjeta débito,False,0.6931471805599453
6161,2024-05-29,Papas precocinadas,Congelados,3,2.3,6.9,Tarjeta débito,False,1.3862943611198906
6162,2023-07-15,Leche entera,Lácteos,3,1.2,3.6,Transferencia,False,1.3862943611198906
6163,2023-05-09,Refresco 2L,Bebidas,3,1.1,3.3,Transferencia,False,1.3862943611198906
6164,2024-03-29,Leche entera,Lácteos,4,1.2,4.8,Tarjeta crédito,False,1.6094379124341003
6165,2023-07-14,Pollo entero,Carnes,1,4.5,4.5,QR,False,0.6931471805599453
6166,2023-07-29,Bolsas plásticas,Descartables,12,0.1,1.2,Tarjeta crédito,False,2.5649493574615367
6167,2023-03-16,Leche entera,Lácteos,1,1.2,1.2,QR,False,0.6931471805599453
6168,2024-06-18,Papas precocinadas,Congelados,1,2.3,2.3,QR,False,0.6931471805599453
6169,2024-12-11,Papas precocinadas,Congelados,5,2.3,11.5,Efectivo,False,1.791759469228055
6170,2023-09-02,Bolsas plásticas,Descartables,7,0.1,0.7,Transferencia,False,2.0794415416798357
6172,2024-09-18,Leche entera,Lácteos,1,1.2,1.2,QR,False,0.6931471805599453
6173,2024-03-30,Bolsas plásticas,Descartables,7,0.1,0.7,Efectivo,False,2.0794415416798357
6174,2023-05-25,Refresco 2L,Bebidas,1,1.1,1.1,QR,False,0.6931471805599453
6175,2024-02-15,Helado familiar,Lácteos,1,4.0,4.0,Transferencia,False,0.6931471805599453
6176,2023-05-17,Papas precocinadas,Congelados,1,2.3,2.3,QR,False,0.6931471805599453
6177,2024-03-20,Leche entera,Lácteos,4,1.2,4.8,Efectivo,False,1.6094379124341003
6178,2023-01-07,Carne molida,Carnes,1,5.8,5.8,Transferencia,False,0.6931471805599453
6179,2024-06-15,Pollo entero,Carnes,1,4.5,4.5,QR,False,0.6931471805599453
6180,2023-12-21,Papas precocinadas,Congelados,3,2.3,6.9,Transferencia,False,1.3862943611198906
6181,2024-08-11,Pollo entero,Carnes,2,4.5,9.0,Tarjeta débito,False,1.0986122886681098
6182,2024-04-10,Leche entera,Lácteos,2,1.2,2.4,Tarjeta crédito,False,1.0986122886681098
6183,2023-12-16,Pasta de Tomate,Enlatados,3,0.75,2.25,Transferencia,False,1.3862943611198906
6184,2024-10-19,Carne molida,Carnes,1,5.8,5.8,Tarjeta crédito,False,0.6931471805599453
6185,2024-08-15,Carne molida,Carnes,2,5.8,11.6,Efectivo,False,1.0986122886681098
6186,2024-10-31,Leche entera,Lácteos,5,1.2,6.0,Transferencia,False,1.791759469228055
6187,2024-11-06,Carne molida,Carnes,1,5.8,5.8,Tarjeta crédito,False,0.6931471805599453
6188,2024-06-15,Bolsas plásticas,Descartables,11,0.1,1.1,QR,False,2.4849066497880004
6189,2024-08-17,Carne molida,Carnes,1,5.8,5.8,Tarjeta débito,False,0.6931471805599453
6190,2024-11-05,Refresco 2L,Bebidas,2,1.1,2.2,Tarjeta débito,False,1.0986122886681098
