,fecha,producto,categoria,cantidad,precio_unitario,medida,total,cantidad_log
1915,2023-05-02,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
1916,2024-08-17,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
1917,2024-08-30,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
1918,2024-10-07,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
1919,2024-06-30,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
1920,2023-05-20,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
1921,2023-04-05,Refresco,Carnes,6,0.45,u,2.7,1.9459101490553132
1922,2024-10-05,Helado,Lácteos,6,1.1,u,6.6,1.9459101490553132
1923,2024-10-06,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
1924,2023-07-29,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
1925,2024-06-02,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
1926,2023-08-19,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
1927,2023-09-14,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
1928,2023-04-13,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
1930,2023-09-23,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
1931,2024-10-30,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
1932,2024-01-22,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
1933,2023-05-29,Pollo,Granos,1,0.95,kg,0.95,0.6931471805599453
1935,2024-09-16,Refresco,Carnes,5,0.45,u,2.25,1.791759469228055
1936,2023-12-08,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
1937,2024-06-12,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
1938,2024-11-28,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
1939,2024-08-17,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
1940,2023-06-24,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
1941,2023-08-01,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
1942,2024-10-01,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
1943,2024-10-17,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
1944,2023-06-17,Pollo,Granos,1,0.95,kg,0.95,0.6931471805599453
1945,2023-06-12,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
1946,2024-08-30,Pasta de Tomate,Lácteos,5,1.5,u,7.5,1.791759469228055
1947,2024-04-24,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
1948,2024-03-27,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
1949,2024-10-06,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
1950,2024-06-27,Yogurt,Bebidas,6,0.55,u,3.3,1.9459101490553132
1951,2023-08-24,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
1952,2024-04-16,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
1953,2024-11-23,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
1954,2024-04-15,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
1956,2023-10-30,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
1957,2024-06-29,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
1958,2024-03-16,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
1959,2024-02-09,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
1960,2024-01-13,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
1961,2024-07-16,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
1962,2023-10-20,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
1963,2024-01-02,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
1964,2024-01-23,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
1965,2024-04-30,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
1966,2023-05-31,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
1967,2024-05-26,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
1968,2024-04-20,Bolsas,Panadería,5,0.35,u,1.75,1.791759469228055
1969,2024-08-10,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
1970,2023-04-27,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
1971,2023-08-10,Helado,Lácteos,5,1.1,u,5.5,1.791759469228055
1972,2024-01-13,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
1973,2024-04-17,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
1974,2024-08-18,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
1975,2023-03-30,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
1976,2023-09-14,Papas precocinadas,Lácteos,5,3.15,u,15.75,1.791759469228055
1977,2023-04-29,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
1978,2023-04-03,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
1979,2023-04-21,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
1980,2023-09-20,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
1981,2024-03-12,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
1982,2024-07-30,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
1983,2023-07-05,Refresco,Carnes,5,0.45,u,2.25,1.791759469228055
1984,2023-11-03,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
1985,2024-07-13,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
1986,2024-05-30,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
1987,2024-06-28,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
1988,2024-09-15,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
1989,2024-02-16,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
1990,2023-11-20,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
1991,2023-12-17,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
1992,2024-03-30,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
1993,2023-08-14,Leche entera,Granos,5,5.0,u,25.0,1.791759469228055
1994,2023-10-06,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
1995,2023-10-17,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
1997,2024-08-07,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
1998,2023-03-10,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
1999,2023-07-14,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
2000,2024-11-05,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
2001,2023-10-16,Leche entera,Granos,5,5.0,u,25.0,1.791759469228055
2002,2024-11-12,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
2003,2023-12-07,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
2004,2024-03-20,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
2005,2024-06-13,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
2006,2023-10-10,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
2007,2024-01-04,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
2008,2024-11-28,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
2009,2024-10-19,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
2010,2023-03-08,Pollo,Granos,6,0.95,kg,5.7,1.9459101490553132
2011,2024-03-18,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
2012,2024-10-29,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
2013,2023-12-15,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
2014,2023-06-19,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
2015,2023-05-05,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
2016,2023-12-09,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
2017,2023-12-09,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
2019,2023-08-01,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
2020,2023-11-02,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2021,2024-11-04,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
2022,2024-01-22,Refresco,Carnes,6,0.45,u,2.7,1.9459101490553132
2023,2023-03-27,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
2024,2023-12-28,Jamón,Carnes,5,0.9,kg,4.5,1.791759469228055
2025,2024-05-02,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
2026,2024-04-01,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
2027,2024-10-18,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
2028,2023-09-11,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2029,2023-10-14,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
2030,2024-06-30,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2031,2024-08-01,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
2032,2023-08-22,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
2033,2023-09-02,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2034,2023-06-08,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
2035,2023-07-10,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
2036,2024-09-23,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
2037,2024-02-07,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
2038,2023-10-14,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
2039,2023-10-15,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
2040,2024-05-04,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
2041,2024-03-15,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
2042,2024-10-20,Pasta de Tomate,Lácteos,1,1.5,u,1.5,0.6931471805599453
2043,2024-06-17,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
2045,2024-10-18,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
2047,2024-06-26,Pollo,Granos,1,0.95,kg,0.95,0.6931471805599453
2048,2024-07-25,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
2049,2024-03-25,Pollo,Granos,5,0.95,kg,4.75,1.791759469228055
2050,2023-12-31,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2051,2023-04-25,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
2052,2023-07-19,Papas precocinadas,Lácteos,1,3.15,u,3.15,0.6931471805599453
2053,2024-02-14,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
2054,2024-10-04,Refresco,Carnes,5,0.45,u,2.25,1.791759469228055
2055,2023-07-25,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
2056,2023-09-01,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
2057,2024-07-12,Pollo,Granos,5,0.95,kg,4.75,1.791759469228055
2058,2023-08-29,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
2059,2023-04-29,Carne molida,Aceites,1,0.8,kg,0.8,0.6931471805599453
2060,2024-06-05,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
2061,2023-10-01,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
2062,2024-10-11,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
2063,2024-07-14,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
2064,2023-07-11,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
2065,2024-05-18,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
2066,2024-04-17,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
2067,2024-07-01,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
2068,2023-03-05,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
2069,2024-08-28,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
2070,2024-03-17,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
2071,2024-01-24,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
2072,2023-09-12,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2073,2023-03-05,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
2074,2023-10-18,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
2075,2024-01-14,Carne molida,Aceites,5,0.8,kg,4.0,1.791759469228055
2076,2023-06-14,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
2077,2024-07-28,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
2078,2024-01-08,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
2079,2023-05-06,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
2080,2023-12-31,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
2081,2024-06-09,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
2082,2024-10-31,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
2083,2024-02-09,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2084,2023-07-16,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
2085,2024-07-14,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
2086,2023-09-09,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
2087,2024-04-17,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
2088,2023-10-20,Leche entera,Granos,6,5.0,u,30.0,1.9459101490553132
2089,2023-07-13,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
2090,2023-03-23,Bolsas,Panadería,7,0.35,u,2.45,2.0794415416798357
2091,2024-07-29,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
2092,2023-07-05,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
2093,2023-04-08,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
2094,2023-11-17,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
2095,2024-11-28,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
2096,2024-10-29,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
2098,2023-04-19,Leche entera,Granos,5,5.0,u,25.0,1.791759469228055
2099,2024-04-30,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
2100,2024-03-24,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
2101,2024-09-11,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
2102,2024-06-28,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
2103,2023-09-27,Papas precocinadas,Lácteos,5,3.15,u,15.75,1.791759469228055
2104,2024-01-03,Leche entera,Granos,5,5.0,u,25.0,1.791759469228055
2105,2023-06-12,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
2106,2023-12-02,Helado,Lácteos,5,1.1,u,5.5,1.791759469228055
2107,2024-11-10,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
2108,2024-05-02,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
2109,2024-08-05,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
2110,2023-06-29,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2111,2023-06-25,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
2112,2024-07-22,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
2113,2024-11-13,Bolsas,Panadería,5,0.35,u,1.75,1.791759469228055
2114,2023-11-25,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
2115,2023-09-23,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
2116,2024-04-23,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
2117,2023-08-12,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
2118,2024-09-12,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
2119,2023-09-29,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
2120,2024-02-02,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
2121,2023-03-03,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
2122,2023-05-31,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
2123,2024-10-08,Pollo,Granos,5,0.95,kg,4.75,1.791759469228055
2124,2023-07-31,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
2125,2024-08-05,Pollo,Granos,1,0.95,kg,0.95,0.6931471805599453
2126,2023-06-12,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
2127,2023-10-23,Pasta de Tomate,Lácteos,5,1.5,u,7.5,1.791759469228055
2128,2023-12-29,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
2129,2024-06-18,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
2130,2023-06-11,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
2131,2023-04-10,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
2132,2024-03-03,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
2133,2024-05-10,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
2134,2023-06-06,Pollo,Granos,7,0.95,kg,6.65,2.0794415416798357
2135,2023-03-10,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
2136,2023-08-22,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
2137,2024-03-01,Carne molida,Aceites,2,0.8,kg,1.6,1.0986122886681098
2138,2024-11-26,Jamón,Carnes,5,0.9,kg,4.5,1.791759469228055
2140,2024-02-14,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
2141,2023-06-25,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
2142,2024-04-13,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
2144,2024-07-02,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
2145,2023-08-18,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
2146,2023-07-14,Pollo,Granos,5,0.95,kg,4.75,1.791759469228055
2147,2023-08-11,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
2149,2024-07-07,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2150,2024-05-22,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2151,2024-11-15,Papas precocinadas,Lácteos,6,3.15,u,18.9,1.9459101490553132
2152,2024-03-02,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
2153,2023-03-30,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
2154,2024-07-07,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
2155,2023-06-24,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
2156,2024-05-25,Refresco,Carnes,5,0.45,u,2.25,1.791759469228055
2157,2023-05-04,Leche entera,Granos,5,5.0,u,25.0,1.791759469228055
2158,2024-01-16,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
2159,2024-08-19,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
2160,2024-09-29,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
2161,2024-02-10,Bolsas,Panadería,5,0.35,u,1.75,1.791759469228055
2162,2024-08-17,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2163,2023-06-06,Yogurt,Bebidas,9,0.55,u,4.95,2.302585092994046
2165,2024-02-18,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
2166,2023-07-31,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
2167,2024-11-17,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2168,2023-03-12,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
2169,2024-07-30,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
2170,2024-07-20,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
2171,2023-05-16,Papas precocinadas,Lácteos,2,3.15,u,6.3,1.0986122886681098
2172,2024-01-23,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
2173,2024-02-02,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
2174,2023-04-21,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
2175,2023-10-15,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
2176,2024-03-22,Helado,Lácteos,6,1.1,u,6.6,1.9459101490553132
2177,2023-10-27,Refresco,Carnes,5,0.45,u,2.25,1.791759469228055
2178,2024-06-13,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
2179,2024-10-07,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
2181,2024-05-31,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
2182,2023-06-30,Carne molida,Aceites,5,0.8,kg,4.0,1.791759469228055
2183,2023-03-19,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
2184,2024-04-17,Pollo,Granos,1,0.95,kg,0.95,0.6931471805599453
2185,2023-04-06,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
2186,2024-09-13,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2187,2023-06-02,Leche entera,Granos,4,5.0,u,20.0,1.6094379124341003
2188,2024-11-23,Yogurt,Bebidas,1,0.55,u,0.55,0.6931471805599453
2189,2024-08-02,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
2190,2023-09-28,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
2191,2024-02-13,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
2192,2023-04-25,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
2193,2024-06-08,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
2195,2024-11-04,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
2196,2024-03-07,Jamón,Carnes,4,0.9,kg,3.6,1.6094379124341003
2197,2023-06-25,Jamón,Carnes,2,0.9,kg,1.8,1.0986122886681098
2198,2023-10-14,Pollo,Granos,1,0.95,kg,0.95,0.6931471805599453
2199,2024-02-13,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
2200,2023-12-24,Carne molida,Aceites,4,0.8,kg,3.2,1.6094379124341003
2201,2024-08-16,Helado,Lácteos,5,1.1,u,5.5,1.791759469228055
2202,2023-06-17,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
2203,2023-08-16,Leche entera,Granos,1,5.0,u,5.0,0.6931471805599453
2205,2023-06-18,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
2206,2024-11-15,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
2207,2023-09-09,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
2208,2024-04-06,Pollo,Granos,3,0.95,kg,2.85,1.3862943611198906
2209,2024-06-11,Bolsas,Panadería,3,0.35,u,1.05,1.3862943611198906
2210,2024-02-10,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
2211,2024-04-28,Pollo,Granos,4,0.95,kg,3.8,1.6094379124341003
2212,2024-10-23,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
2213,2024-06-04,Pollo,Granos,1,0.95,kg,0.95,0.6931471805599453
2214,2024-10-24,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
2216,2023-03-05,Jamón,Carnes,3,0.9,kg,2.7,1.3862943611198906
2217,2023-04-19,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
2218,2024-05-17,Helado,Lácteos,4,1.1,u,4.4,1.6094379124341003
2219,2024-07-07,Yogurt,Bebidas,2,0.55,u,1.1,1.0986122886681098
2220,2023-08-29,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
2221,2023-08-25,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2222,2023-06-15,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
2223,2024-11-04,Refresco,Carnes,3,0.45,u,1.35,1.3862943611198906
2224,2024-01-24,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
2225,2024-03-28,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
2226,2024-11-13,Refresco,Carnes,2,0.45,u,0.9,1.0986122886681098
2227,2023-12-06,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
2228,2024-02-15,Refresco,Carnes,1,0.45,u,0.45,0.6931471805599453
2229,2024-06-06,Pasta de Tomate,Lácteos,3,1.5,u,4.5,1.3862943611198906
2230,2023-07-20,Papas precocinadas,Lácteos,5,3.15,u,15.75,1.791759469228055
2232,2024-01-01,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
2233,2024-01-16,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
2234,2023-10-09,Helado,Lácteos,1,1.1,u,1.1,0.6931471805599453
2235,2023-10-01,Bolsas,Panadería,1,0.35,u,0.35,0.6931471805599453
2236,2023-12-23,Yogurt,Bebidas,4,0.55,u,2.2,1.6094379124341003
2237,2023-07-14,Carne molida,Aceites,3,0.8,kg,2.4,1.3862943611198906
2238,2024-07-28,Papas precocinadas,Lácteos,4,3.15,u,12.6,1.6094379124341003
2239,2024-01-25,Helado,Lácteos,2,1.1,u,2.2,1.0986122886681098
2240,2024-02-24,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
2241,2024-07-04,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
2242,2024-10-05,Yogurt,Bebidas,5,0.55,u,2.75,1.791759469228055
2243,2024-08-28,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
2244,2024-05-06,Pasta de Tomate,Lácteos,2,1.5,u,3.0,1.0986122886681098
2245,2024-08-17,Leche entera,Granos,5,5.0,u,25.0,1.791759469228055
2246,2023-03-26,Pollo,Granos,2,0.95,kg,1.9,1.0986122886681098
2247,2023-07-27,Refresco,Carnes,4,0.45,u,1.8,1.6094379124341003
2248,2023-04-27,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
2249,2023-11-29,Bolsas,Panadería,2,0.35,u,0.7,1.0986122886681098
2250,2023-12-19,Papas precocinadas,Lácteos,3,3.15,u,9.45,1.3862943611198906
2251,2023-07-28,Pasta de Tomate,Lácteos,4,1.5,u,6.0,1.6094379124341003
2252,2023-12-28,Leche entera,Granos,2,5.0,u,10.0,1.0986122886681098
2253,2024-09-05,Bolsas,Panadería,4,0.35,u,1.4,1.6094379124341003
2254,2024-03-02,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
2256,2024-09-26,Yogurt,Bebidas,3,0.55,u,1.65,1.3862943611198906
2258,2023-10-30,Refresco,Carnes,6,0.45,u,2.7,1.9459101490553132
2259,2023-12-20,Helado,Lácteos,3,1.1,u,3.3,1.3862943611198906
2260,2024-03-25,Leche entera,Granos,3,5.0,u,15.0,1.3862943611198906
